gender,match,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,attr1_1,samerace,attr3_1,order,round,iid,pid,wave,age,race,shar_o_categorie,est_premier,dernier_order,est_dernier,field_cd,go_out,exphappy,go_out_cat,exphappy_cat,confiance_cat,field_nom
0,0,8.0,7.0,6.0,9.0,7.0,4.0,45.0,1,7.0,10,10,2,11.0,1,24.0,2.0,Faible (0-5),0,10,1,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,6.0,10.0,6.0,6.0,5.0,45.0,1,7.0,9,10,2,12.0,1,24.0,2.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,10.0,10.0,10.0,10.0,10.0,10.0,45.0,0,7.0,6,10,2,13.0,1,24.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,1,9.0,9.0,9.0,9.0,9.0,9.0,45.0,1,7.0,1,10,2,14.0,1,24.0,2.0,Élevé (7-10),1,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,10.0,10.0,10.0,10.0,7.0,8.0,45.0,0,7.0,3,10,2,15.0,1,24.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,8.0,7.0,5.0,7.0,7.0,45.0,1,7.0,2,10,2,16.0,1,24.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,5.0,3.0,4.0,3.0,5.0,3.0,45.0,1,7.0,7,10,2,17.0,1,24.0,2.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,7.0,7.0,7.0,7.0,5.0,45.0,1,7.0,8,10,2,18.0,1,24.0,2.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,1,8.0,6.0,9.0,9.0,8.0,7.0,45.0,1,7.0,4,10,2,19.0,1,24.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,5.0,7.0,7.0,9.0,7.0,45.0,1,7.0,5,10,2,20.0,1,24.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,8.0,6.0,5.0,8.0,4.0,35.0,1,8.0,6,10,3,11.0,1,25.0,2.0,Faible (0-5),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,6.0,7.0,10.0,6.0,6.0,5.0,35.0,1,8.0,5,10,3,12.0,1,25.0,2.0,Faible (0-5),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,0,8.0,2,10,3,13.0,1,25.0,2.0,Élevé (7-10),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,7.0,9.0,8.0,8.0,8.0,8.0,35.0,1,8.0,7,10,3,14.0,1,25.0,2.0,Élevé (7-10),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,6.0,10.0,8.0,6.0,,,35.0,0,8.0,9,10,3,15.0,1,25.0,2.0,,0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,7.0,6.0,6.0,6.0,6.0,6.0,35.0,1,8.0,8,10,3,16.0,1,25.0,2.0,Moyen (5-7),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,6.0,3.0,5.0,4.0,5.0,4.0,35.0,1,8.0,3,10,3,17.0,1,25.0,2.0,Faible (0-5),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,4.0,5.0,6.0,4.0,6.0,4.0,35.0,1,8.0,4,10,3,18.0,1,25.0,2.0,Faible (0-5),0,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,7.0,7.0,6.0,8.0,7.0,7.0,35.0,1,8.0,10,10,3,19.0,1,25.0,2.0,Moyen (5-7),0,10,1,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,5.0,6.0,8.0,5.0,8.0,6.0,35.0,1,8.0,1,10,3,20.0,1,25.0,2.0,Moyen (5-7),1,10,0,2.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Haute confiance (8-10),Mathématiques
0,0,6.0,7.0,8.0,7.0,7.0,5.0,20.0,1,7.0,3,10,4,11.0,1,23.0,2.0,Faible (0-5),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,5.0,10.0,6.0,6.0,5.0,20.0,1,7.0,2,10,4,12.0,1,23.0,2.0,Faible (0-5),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0,7.0,9,10,4,13.0,1,23.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,1,7.0,7.0,7.0,9.0,9.0,9.0,20.0,1,7.0,4,10,4,14.0,1,23.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,8.0,8.0,9.0,8.0,8.0,9.0,20.0,0,7.0,6,10,4,15.0,1,23.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,6.0,7.0,7.0,8.0,7.0,20.0,1,7.0,5,10,4,16.0,1,23.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,6.0,3.0,5.0,6.0,5.0,20.0,1,7.0,10,10,4,17.0,1,23.0,2.0,Faible (0-5),0,10,1,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,7.0,8.0,6.0,6.0,5.0,20.0,1,7.0,1,10,4,18.0,1,23.0,2.0,Faible (0-5),1,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,1,7.0,7.0,7.0,10.0,9.0,10.0,20.0,1,7.0,7,10,4,19.0,1,23.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,8.0,8.0,7.0,8.0,7.0,20.0,1,7.0,8,10,4,20.0,1,23.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,1.0,Très fréquent (1-2/semaine),Faible (1-4),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,8.0,8.0,8.0,7.0,6.0,20.0,1,6.0,1,10,5,11.0,1,21.0,2.0,Moyen (5-7),1,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,6.0,7.0,10.0,7.0,6.0,5.0,20.0,1,6.0,10,10,5,12.0,1,21.0,2.0,Faible (0-5),0,10,1,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0,6.0,7,10,5,13.0,1,21.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,1,6.0,8.0,6.0,8.0,10.0,10.0,20.0,1,6.0,2,10,5,14.0,1,21.0,2.0,Élevé (7-10),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,5.0,9.0,9.0,7.0,9.0,5.0,20.0,0,6.0,4,10,5,15.0,1,21.0,2.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,5.0,8.0,7.0,7.0,7.0,7.0,20.0,1,6.0,3,10,5,16.0,1,21.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,2.0,3.0,4.0,4.0,5.0,3.0,20.0,1,6.0,8,10,5,17.0,1,21.0,2.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,5.0,5.0,6.0,5.0,5.0,5.0,20.0,1,6.0,9,10,5,18.0,1,21.0,2.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,1,5.0,9.0,9.0,9.0,9.0,6.0,20.0,1,6.0,5,10,5,19.0,1,21.0,2.0,Moyen (5-7),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,3.0,10.0,7.0,7.0,10.0,5.0,20.0,1,6.0,6,10,5,20.0,1,21.0,2.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,9.0,8.0,9.0,8.0,4.0,10.0,0,5.0,5,10,6,11.0,1,23.0,4.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,6.0,8.0,10.0,6.0,7.0,6.0,10.0,0,5.0,4,10,6,12.0,1,23.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5.0,1,10,6,13.0,1,23.0,4.0,Élevé (7-10),1,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,1,6.0,8.0,8.0,7.0,9.0,8.0,10.0,0,5.0,6,10,6,14.0,1,23.0,4.0,Élevé (7-10),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,9.0,7.0,9.0,7.0,9.0,6.0,10.0,0,5.0,8,10,6,15.0,1,23.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,6.0,6.0,8.0,8.0,8.0,7.0,10.0,0,5.0,7,10,6,16.0,1,23.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,5.0,6.0,8.0,4.0,5.0,4.0,10.0,0,5.0,2,10,6,17.0,1,23.0,4.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,6.0,7.0,8.0,7.0,8.0,5.0,10.0,0,5.0,3,10,6,18.0,1,23.0,4.0,Faible (0-5),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,1,6.0,7.0,7.0,6.0,6.0,6.0,10.0,0,5.0,9,10,6,19.0,1,23.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,7.0,10.0,10.0,6.0,10.0,7.0,10.0,0,5.0,10,10,6,20.0,1,23.0,4.0,Moyen (5-7),0,10,1,1.0,1.0,4.0,Très fréquent (1-2/semaine),Faible (1-4),Faible confiance (1-5),Droit (Law)
0,0,7.0,8.0,8.0,8.0,7.0,7.0,15.0,0,6.0,2,10,7,11.0,1,22.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,9.0,10.0,6.0,6.0,5.0,15.0,0,6.0,1,10,7,12.0,1,22.0,4.0,Faible (0-5),1,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,1,6.0,8,10,7,13.0,1,22.0,4.0,Élevé (7-10),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,1,8.0,8.0,9.0,8.0,9.0,9.0,15.0,0,6.0,3,10,7,14.0,1,22.0,4.0,Élevé (7-10),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,8.0,7.0,9.0,6.0,9.0,5.0,15.0,0,6.0,5,10,7,15.0,1,22.0,4.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,8.0,8.0,8.0,6.0,6.0,6.0,15.0,0,6.0,4,10,7,16.0,1,22.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,6.0,5.0,4.0,4.0,3.0,15.0,0,6.0,9,10,7,17.0,1,22.0,4.0,Faible (0-5),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,8.0,7.0,6.0,7.0,7.0,5.0,15.0,0,6.0,10,10,7,18.0,1,22.0,4.0,Faible (0-5),0,10,1,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,1,9.0,7.0,9.0,9.0,9.0,10.0,15.0,0,6.0,6,10,7,19.0,1,22.0,4.0,Élevé (7-10),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,7.0,6.0,8.0,6.0,8.0,7.0,15.0,0,6.0,7,10,7,20.0,1,22.0,4.0,Moyen (5-7),0,10,0,1.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Droit (Law)
0,0,8.0,7.0,6.0,6.0,6.0,5.0,9.09,1,7.0,7,10,8,11.0,1,25.0,2.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,8.0,10.0,7.0,6.0,5.0,9.09,1,7.0,6,10,8,12.0,1,25.0,2.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,10.0,10.0,10.0,10.0,10.0,10.0,9.09,0,7.0,3,10,8,13.0,1,25.0,2.0,Élevé (7-10),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,8.0,8.0,8.0,8.0,7.0,9.09,1,7.0,8,10,8,14.0,1,25.0,2.0,Moyen (5-7),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,9.0,9.0,8.0,9.0,,7.0,9.09,0,7.0,10,10,8,15.0,1,25.0,2.0,Moyen (5-7),0,10,1,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,7.0,7.0,7.0,8.0,7.0,9.09,1,7.0,9,10,8,16.0,1,25.0,2.0,Moyen (5-7),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,6.0,4.0,7.0,5.0,6.0,4.0,9.09,1,7.0,4,10,8,17.0,1,25.0,2.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,9.0,8.0,8.0,8.0,7.0,5.0,9.09,1,7.0,5,10,8,18.0,1,25.0,2.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,7.0,8.0,10.0,8.0,10.0,9.09,1,7.0,1,10,8,19.0,1,25.0,2.0,Élevé (7-10),1,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,10.0,9.0,9.0,8.0,8.0,9.09,1,7.0,2,10,8,20.0,1,25.0,2.0,Élevé (7-10),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,6.0,8.0,7.0,8.0,7.0,5.0,20.0,0,7.0,8,10,9,11.0,1,26.0,6.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,8.0,10.0,7.0,6.0,5.0,20.0,0,7.0,7,10,9,12.0,1,26.0,6.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,10.0,10.0,10.0,10.0,10.0,10.0,20.0,0,7.0,4,10,9,13.0,1,26.0,6.0,Élevé (7-10),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,7.0,8.0,7.0,8.0,8.0,7.0,20.0,0,7.0,9,10,9,14.0,1,26.0,6.0,Moyen (5-7),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,7.0,9.0,8.0,9.0,7.0,7.0,20.0,0,7.0,1,10,9,15.0,1,26.0,6.0,Moyen (5-7),1,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,6.0,6.0,7.0,8.0,7.0,7.0,20.0,0,7.0,10,10,9,16.0,1,26.0,6.0,Moyen (5-7),0,10,1,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,8.0,6.0,7.0,8.0,6.0,5.0,20.0,0,7.0,5,10,9,17.0,1,26.0,6.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,7.0,7.0,7.0,7.0,6.0,5.0,20.0,0,7.0,6,10,9,18.0,1,26.0,6.0,Faible (0-5),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,6.0,6.0,6.0,7.0,6.0,6.0,20.0,0,7.0,2,10,9,19.0,1,26.0,6.0,Moyen (5-7),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,5.0,6.0,6.0,6.0,6.0,6.0,20.0,0,7.0,3,10,9,20.0,1,26.0,6.0,Moyen (5-7),0,10,0,13.0,1.0,6.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,7.0,8.0,7.0,8.0,6.0,5.0,15.0,1,6.0,9,10,10,11.0,1,26.0,2.0,Faible (0-5),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1,6.0,8,10,10,12.0,1,26.0,2.0,Faible (0-5),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,10.0,10.0,10.0,10.0,10.0,10.0,15.0,0,6.0,5,10,10,13.0,1,26.0,2.0,Élevé (7-10),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,7.0,8.0,7.0,9.0,8.0,8.0,15.0,1,6.0,10,10,10,14.0,1,26.0,2.0,Élevé (7-10),0,10,1,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,6.0,9.0,9.0,7.0,8.0,,15.0,0,6.0,2,10,10,15.0,1,26.0,2.0,,0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,7.0,7.0,4.0,3.0,4.0,4.0,15.0,1,6.0,6,10,10,17.0,1,26.0,2.0,Faible (0-5),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,6.0,6.0,6.0,6.0,6.0,5.0,15.0,1,6.0,7,10,10,18.0,1,26.0,2.0,Faible (0-5),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,1,7.0,7.0,7.0,7.0,6.0,6.0,15.0,1,6.0,3,10,10,19.0,1,26.0,2.0,Moyen (5-7),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
0,0,6.0,6.0,6.0,6.0,6.0,6.0,15.0,1,6.0,4,10,10,20.0,1,26.0,2.0,Moyen (5-7),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Confiance moyenne (6-7),Sciences politiques
1,0,6.0,9.0,7.0,7.0,6.0,5.0,35.0,0,8.0,4,10,11,1.0,1,27.0,2.0,Faible (0-5),0,10,0,13.0,1.0,7.0,Très fréquent (1-2/semaine),Moyen (5-7),Haute confiance (8-10),Sciences politiques
1,0,5.0,7.0,8.0,4.0,6.0,3.0,35.0,1,8.0,10,10,11,2.0,1,27.0,2.0,Faible (0-5),0,10,1,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
1,0,7.0,9.0,10.0,7.0,8.0,9.0,35.0,1,8.0,6,10,11,3.0,1,27.0,2.0,Élevé (7-10),0,10,0,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
1,0,4.0,10.0,8.0,5.0,8.0,7.0,35.0,1,8.0,3,10,11,4.0,1,27.0,2.0,Moyen (5-7),0,10,0,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
1,0,5.0,8.0,8.0,2.0,2.0,2.0,35.0,1,8.0,1,10,11,5.0,1,27.0,2.0,Faible (0-5),1,10,0,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
1,0,6.0,9.0,7.0,6.0,7.0,6.0,35.0,0,8.0,5,10,11,6.0,1,27.0,2.0,Moyen (5-7),0,10,0,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
1,0,4.0,8.0,8.0,5.0,7.0,4.0,35.0,0,8.0,2,10,11,7.0,1,27.0,2.0,Faible (0-5),0,10,0,8.0,4.0,7.0,Fréquent (3-4/mois),Moyen (5-7),Haute confiance (8-10),Commerce / Finance / Économie
